FinalID,OriginalTraitName,OriginalTraitValue,OriginalTraitUnit,Consumer,ConKingdom,ConTemp,ConMassValueSI,ConTempK,ConMassG
MTD2246,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2247,Radial Growth Rate,1.32,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2247,Radial Growth Rate,1.56,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2247,Radial Growth Rate,2.45,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2247,Radial Growth Rate,3.66,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2247,Radial Growth Rate,3.63,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2247,Radial Growth Rate,0.48,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2247,Radial Growth Rate,0.16,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2247,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2247,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2248,Radial Growth Rate,0.88,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2248,Radial Growth Rate,1.81,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2248,Radial Growth Rate,2.53,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2248,Radial Growth Rate,4.89,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2248,Radial Growth Rate,5.1,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2248,Radial Growth Rate,1.19,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2248,Radial Growth Rate,0.37,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2248,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2248,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2249,Radial Growth Rate,0.87,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2249,Radial Growth Rate,1.78,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2249,Radial Growth Rate,2.81,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2249,Radial Growth Rate,4.41,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2249,Radial Growth Rate,3.45,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2249,Radial Growth Rate,0.74,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2249,Radial Growth Rate,0.02,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2249,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2249,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2250,Radial Growth Rate,1.12,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2250,Radial Growth Rate,1.44,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2250,Radial Growth Rate,2.62,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2250,Radial Growth Rate,3.34,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2250,Radial Growth Rate,3.73,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2250,Radial Growth Rate,0.65,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2250,Radial Growth Rate,0.25,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2250,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2250,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2251,Radial Growth Rate,0.49,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2251,Radial Growth Rate,2.19,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2251,Radial Growth Rate,2.68,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2251,Radial Growth Rate,4.83,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2251,Radial Growth Rate,5.15,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2251,Radial Growth Rate,1.78,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2251,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2251,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2251,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2252,Radial Growth Rate,0.46,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2252,Radial Growth Rate,1.31,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2252,Radial Growth Rate,1.77,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2252,Radial Growth Rate,2.88,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2252,Radial Growth Rate,3.47,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2252,Radial Growth Rate,3.69,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2252,Radial Growth Rate,3.82,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2252,Radial Growth Rate,1.41,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2252,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2253,Radial Growth Rate,0.37,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2253,Radial Growth Rate,0.53,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2253,Radial Growth Rate,1.91,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2253,Radial Growth Rate,2.94,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2253,Radial Growth Rate,3.75,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2253,Radial Growth Rate,4.18,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2253,Radial Growth Rate,2.77,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2253,Radial Growth Rate,1.47,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2253,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2254,Radial Growth Rate,0.38,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2254,Radial Growth Rate,0.75,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2254,Radial Growth Rate,1.91,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2254,Radial Growth Rate,3.39,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2254,Radial Growth Rate,4.09,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2254,Radial Growth Rate,4.07,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2254,Radial Growth Rate,2.93,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2254,Radial Growth Rate,1.1,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2254,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2255,Radial Growth Rate,0.53,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2255,Radial Growth Rate,0.53,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2255,Radial Growth Rate,1.84,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2255,Radial Growth Rate,3.09,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2255,Radial Growth Rate,3.55,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2255,Radial Growth Rate,3.73,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2255,Radial Growth Rate,3.08,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2255,Radial Growth Rate,1.69,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2255,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2256,Radial Growth Rate,0.35,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2256,Radial Growth Rate,1.14,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2256,Radial Growth Rate,1.8,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2256,Radial Growth Rate,3.02,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2256,Radial Growth Rate,4.18,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2256,Radial Growth Rate,3.54,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2256,Radial Growth Rate,3.41,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2256,Radial Growth Rate,1.81,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2256,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2257,Radial Growth Rate,0.47,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2257,Radial Growth Rate,0.56,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2257,Radial Growth Rate,2.11,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2257,Radial Growth Rate,3.01,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2257,Radial Growth Rate,3.5,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2257,Radial Growth Rate,3.74,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2257,Radial Growth Rate,3.13,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2257,Radial Growth Rate,1.86,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2257,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2258,Radial Growth Rate,0.41,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2258,Radial Growth Rate,0.64,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2258,Radial Growth Rate,2.0,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2258,Radial Growth Rate,3.27,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2258,Radial Growth Rate,4.25,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2258,Radial Growth Rate,3.51,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2258,Radial Growth Rate,2.99,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2258,Radial Growth Rate,1.92,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2258,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2259,Radial Growth Rate,0.4,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2259,Radial Growth Rate,0.87,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2259,Radial Growth Rate,1.84,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2259,Radial Growth Rate,3.05,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2259,Radial Growth Rate,3.51,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2259,Radial Growth Rate,3.8,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2259,Radial Growth Rate,3.72,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2259,Radial Growth Rate,1.32,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2259,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2260,Radial Growth Rate,0.42,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2260,Radial Growth Rate,1.41,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2260,Radial Growth Rate,1.84,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2260,Radial Growth Rate,2.7,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2260,Radial Growth Rate,3.8,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2260,Radial Growth Rate,4.09,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2260,Radial Growth Rate,2.53,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2260,Radial Growth Rate,0.62,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2260,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2261,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2261,Radial Growth Rate,1.12,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2261,Radial Growth Rate,1.97,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2261,Radial Growth Rate,3.46,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2261,Radial Growth Rate,3.65,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2261,Radial Growth Rate,4.12,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2261,Radial Growth Rate,2.9,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2261,Radial Growth Rate,1.07,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2261,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2262,Radial Growth Rate,0.33,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2262,Radial Growth Rate,0.97,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2262,Radial Growth Rate,2.05,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2262,Radial Growth Rate,3.59,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2262,Radial Growth Rate,4.12,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2262,Radial Growth Rate,3.85,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2262,Radial Growth Rate,3.3,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2262,Radial Growth Rate,0.89,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2262,Radial Growth Rate,0.41,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2263,Radial Growth Rate,0.43,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2263,Radial Growth Rate,1.26,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2263,Radial Growth Rate,1.92,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2263,Radial Growth Rate,3.31,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2263,Radial Growth Rate,4.44,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2263,Radial Growth Rate,4.08,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2263,Radial Growth Rate,2.51,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2263,Radial Growth Rate,1.1,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2263,Radial Growth Rate,0.02,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2264,Radial Growth Rate,0.44,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2264,Radial Growth Rate,0.97,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2264,Radial Growth Rate,2.85,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2264,Radial Growth Rate,3.64,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2264,Radial Growth Rate,4.62,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2264,Radial Growth Rate,4.26,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2264,Radial Growth Rate,3.14,millimeter / (1 individual * 1 day),Paecilomyces fumosoroseus,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
