FinalID,OriginalTraitName,OriginalTraitValue,OriginalTraitUnit,Consumer,ConKingdom,ConTemp,ConMassValueSI,ConTempK,ConMassG
MTD2212,Radial Growth Rate,2.6,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2212,Radial Growth Rate,0.3,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2212,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2213,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2213,Radial Growth Rate,0.6,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2213,Radial Growth Rate,1.4,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2213,Radial Growth Rate,3.5,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2213,Radial Growth Rate,4.5,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2213,Radial Growth Rate,4.3,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2213,Radial Growth Rate,3.9,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2213,Radial Growth Rate,3.0,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2213,Radial Growth Rate,1.1,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2213,Radial Growth Rate,0.2,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2214,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2214,Radial Growth Rate,0.8,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2214,Radial Growth Rate,1.9,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2214,Radial Growth Rate,3.8,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2214,Radial Growth Rate,4.4,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2214,Radial Growth Rate,4.2,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2214,Radial Growth Rate,4.0,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2214,Radial Growth Rate,2.7,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2214,Radial Growth Rate,1.0,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2214,Radial Growth Rate,0.4,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2215,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2215,Radial Growth Rate,0.6,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2215,Radial Growth Rate,2.2,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2215,Radial Growth Rate,3.8,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2215,Radial Growth Rate,4.4,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2215,Radial Growth Rate,4.8,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2215,Radial Growth Rate,3.8,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2215,Radial Growth Rate,2.9,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2215,Radial Growth Rate,1.0,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2215,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2216,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2216,Radial Growth Rate,0.2,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2216,Radial Growth Rate,0.6,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2216,Radial Growth Rate,2.7,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2216,Radial Growth Rate,3.3,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2216,Radial Growth Rate,3.9,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2216,Radial Growth Rate,4.0,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2216,Radial Growth Rate,3.4,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2216,Radial Growth Rate,0.7,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2216,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2217,Radial Growth Rate,0.1,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2217,Radial Growth Rate,0.5,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2217,Radial Growth Rate,2.0,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2217,Radial Growth Rate,4.4,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2217,Radial Growth Rate,4.9,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2217,Radial Growth Rate,4.5,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2217,Radial Growth Rate,4.6,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2217,Radial Growth Rate,2.5,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2217,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2217,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2218,Radial Growth Rate,0.3,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2218,Radial Growth Rate,1.3,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2218,Radial Growth Rate,2.6,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2218,Radial Growth Rate,4.4,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2218,Radial Growth Rate,4.7,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2218,Radial Growth Rate,3.2,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2218,Radial Growth Rate,2.1,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2218,Radial Growth Rate,0.4,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2218,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2218,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2219,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2219,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2219,Radial Growth Rate,0.9,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2219,Radial Growth Rate,2.5,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2219,Radial Growth Rate,3.1,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2219,Radial Growth Rate,3.7,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2219,Radial Growth Rate,3.7,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2219,Radial Growth Rate,3.5,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2219,Radial Growth Rate,0.6,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2219,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2220,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2220,Radial Growth Rate,0.4,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2220,Radial Growth Rate,1.7,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2220,Radial Growth Rate,4.0,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2220,Radial Growth Rate,4.4,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2220,Radial Growth Rate,3.9,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2220,Radial Growth Rate,3.7,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2220,Radial Growth Rate,1.6,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2220,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2220,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium anisopliae,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2221,Radial Growth Rate,0.1,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2221,Radial Growth Rate,0.2,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2221,Radial Growth Rate,1.9,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2221,Radial Growth Rate,4.0,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2221,Radial Growth Rate,4.6,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2221,Radial Growth Rate,4.5,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2221,Radial Growth Rate,4.3,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2221,Radial Growth Rate,2.7,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2221,Radial Growth Rate,0.6,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2221,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2222,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2222,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2222,Radial Growth Rate,0.7,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2222,Radial Growth Rate,2.6,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2222,Radial Growth Rate,3.4,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2222,Radial Growth Rate,3.7,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2222,Radial Growth Rate,3.8,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2222,Radial Growth Rate,2.4,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2222,Radial Growth Rate,0.6,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2222,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2223,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2223,Radial Growth Rate,0.2,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2223,Radial Growth Rate,0.8,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2223,Radial Growth Rate,3.1,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2223,Radial Growth Rate,3.9,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2223,Radial Growth Rate,4.3,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2223,Radial Growth Rate,4.1,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2223,Radial Growth Rate,3.4,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2223,Radial Growth Rate,0.6,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2223,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2224,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2224,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2224,Radial Growth Rate,0.4,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2224,Radial Growth Rate,2.4,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2224,Radial Growth Rate,3.3,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2224,Radial Growth Rate,3.5,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2224,Radial Growth Rate,3.4,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2224,Radial Growth Rate,2.2,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2224,Radial Growth Rate,0.4,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2224,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2225,Radial Growth Rate,0.4,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2225,Radial Growth Rate,1.3,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2225,Radial Growth Rate,1.9,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2225,Radial Growth Rate,2.6,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2225,Radial Growth Rate,3.2,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2225,Radial Growth Rate,3.1,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2225,Radial Growth Rate,3.1,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2225,Radial Growth Rate,1.5,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2225,Radial Growth Rate,0.3,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2225,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2226,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2226,Radial Growth Rate,0.1,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2226,Radial Growth Rate,1.5,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2226,Radial Growth Rate,2.7,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2226,Radial Growth Rate,4.2,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2226,Radial Growth Rate,4.6,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2226,Radial Growth Rate,4.7,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2226,Radial Growth Rate,3.3,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2226,Radial Growth Rate,0.7,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2226,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2227,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2227,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2227,Radial Growth Rate,0.7,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2227,Radial Growth Rate,2.4,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2227,Radial Growth Rate,3.3,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2227,Radial Growth Rate,3.4,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2227,Radial Growth Rate,3.3,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2227,Radial Growth Rate,1.9,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2227,Radial Growth Rate,0.3,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2227,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2228,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2228,Radial Growth Rate,0.3,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2228,Radial Growth Rate,0.7,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2228,Radial Growth Rate,2.4,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
MTD2228,Radial Growth Rate,3.1,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,25.0,2.24492974781249e-14,298.15,2.24492974781249e-11
MTD2228,Radial Growth Rate,3.4,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,28.0,2.24492974781249e-14,301.15,2.24492974781249e-11
MTD2228,Radial Growth Rate,3.3,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,30.0,2.24492974781249e-14,303.15,2.24492974781249e-11
MTD2228,Radial Growth Rate,3.0,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,32.0,2.24492974781249e-14,305.15,2.24492974781249e-11
MTD2228,Radial Growth Rate,0.4,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,35.0,2.24492974781249e-14,308.15,2.24492974781249e-11
MTD2228,Radial Growth Rate,0.0,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,37.0,2.24492974781249e-14,310.15,2.24492974781249e-11
MTD2229,Radial Growth Rate,0.4,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,8.0,2.24492974781249e-14,281.15,2.24492974781249e-11
MTD2229,Radial Growth Rate,0.8,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,11.0,2.24492974781249e-14,284.15,2.24492974781249e-11
MTD2229,Radial Growth Rate,1.1,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,15.0,2.24492974781249e-14,288.15,2.24492974781249e-11
MTD2229,Radial Growth Rate,2.2,millimeter / (1 individual * 1 day),Metarhizium flavoviride,Fungi,20.0,2.24492974781249e-14,293.15,2.24492974781249e-11
